brand,model,screen_size,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,harddisk_numeric
msi,katana 15 b13vgk-1007us,15.6,i9,32.0,windows 11 home,,dedicated,nvidia geforce rtx 4070,,5.0,1899.0,1024.0
dell,latitude,15.6,i5,16.0,windows 11 pro,information not available,integrated,,,,1038.43,256.0
hp,hp envy,14.0,i5,8.0,windows 11 home,"fingerprint reader, backlit keyboard",integrated,intel iris xe graphics,,4.5,629.49,512.0
dell,latitude 5340 multi-touch 2-in-1,13.3,i7,32.0,windows 11 pro,,integrated,intel iris xe graphics,5.2,,1507.9,512.0
dell,inspiron,15.6,i5,16.0,windows 11 pro,anti-glare,integrated,intel uhd graphics,,4.7,649.0,512.0
lenovo,lenovo thinkpad,13.0,athlon,4.0,chrome os,,shared,amd radeon graphics,2,4.1,195.99,32.0
asus,tuf dash 15 (2021),15.6,i7,8.0,windows 10 home,,rtx 3050 ti,nvidia geforce rtx 3050 ti,,4.5,940.47,512.0
awow,vt11,11.6,Celeron,6.0,windows 11,support stylus,integrated,,,3.5,308.42,256.0
asus,vivobook pro 16x,16.0,i9,16.0,windows 11 home,,dedicated,,5.6,4.2,1799.99,1024.0
msi,modern 15 b7m-223us,15.6,Ryzen 7,16.0,windows 11 pro,,integrated,amd radeon graphics,,5.0,799.0,1024.0
hp,zbook firefly 14 g9,14.0,i7,16.0,windows 11 pro,anti-glare screen,iris xe graphics,intel iris xe graphics,,,1681.99,512.0
msi,raider ge68hx,16.0,i9,32.0,windows 11 home,,dedicated,nvidia geforce rtx 4060,,5.0,1743.0,1024.0
hp,pavilion,14.0,i3,8.0,windows 11 s,,integrated,intel iris xe graphics,,5.0,428.45,256.0
samsung,wifi,14.0,Celeron,8.0,chrome os,"waterproof, ruggedized, military grade",integrated,,,4.1,349.99,32.0
acer,acer chromebook,11.6,amd a series,16.0,chrome os,backlit,integrated,amd radeon r5,1.8,4.4,139.0,1024.0
asus,vivobook 15x,15.6,Ryzen 5,8.0,windows 11 home,,integrated,,4.3,4.8,619.99,512.0
dell,latitude,14.0,i5,16.0,windows 11 pro,anti-glare,integrated,,3,3.9,691.53,256.0
hp,14a-ca0022nr,14.0,Pentium,4.0,chrome os,hd audio,integrated,,,4.5,259.95,64.0
lenovo,20uxs06900,13.3,athlon,4.0,chrome os,"anti-glare,narrow bezel,pen",integrated,amd radeon graphics,,4.5,245.0,32.0
gigabyte,aorus 15x asf-d3us754sh,15.6,i9,16.0,windows 11 home,,dedicated,intel iris xe graphics,,4.1,2099.99,1024.0
lenovo,lenovo thinkpad t14,14.0,i7,16.0,windows 11 pro,"fingerprint reader, backlit keyboard",integrated,,,,1199.99,1024.0
lenovo,ideapad 3 15itl6,15.6,i5,12.0,windows 10 home,anti-glare screen,iris xe graphics,,,4.3,508.0,512.0
microsoft,surface pro,12.3,8032,8.0,windows 10 home,,integrated,intel iris plus,,4.4,624.99,256.0
dell,dell xps 15 9520,15.6,i7,32.0,windows 11 pro,"fingerprint reader, hd audio, backlit keyboard, anti glare coating",dedicated,,,2.3,1689.18,1024.0
dell,latitude 9000,14.0,i7,16.0,windows 10 pro,,iris xe graphics,intel iris xe graphics,,3.6,1029.99,512.0
hp,pavilion,14.0,Ryzen 3,8.0,windows 11,anti-glare screen,integrated,amd radeon graphics,,4.3,313.0,128.0
asus,vivobook 15,15.6,Ryzen 5,8.0,windows 11 home,,integrated,,4.3,5.0,699.99,512.0
dell,v7620,16.0,i7,16.0,windows 11 pro,backlit kb,dedicated,,,,1161.11,512.0
asus,asus vivobook 15,15.6,Ryzen 5,8.0,windows 10 home,fingerprint reader,integrated,,,4.5,548.0,128.0
lenovo,ideapad 3 15itl05,15.6,i3,8.0,windows 11,anti-glare,integrated,,,4.3,389.0,256.0
asus,zenbook pro 17,17.3,Ryzen 7,8.0,windows 11 home,"hd audio, fingerprint reader, backlit keyboard, anti glare coating, memory card slot",integrated,,,4.3,999.99,512.0
lg,14z90r-n.apb7u1,14.0,i7,16.0,windows 11 pro,,integrated,intel iris xe graphics,,,1303.76,1024.0
dell,precision 5000,15.6,i7,32.0,windows 10 pro,"infinityedge, anti-glare screen",rtx a2000,,,2.0,2387.94,512.0
dell,latitude 5000,15.6,i5,16.0,windows 10 pro,anti-glare screen,iris xe graphics,,,,1169.99,256.0
toughbook,cf-33 mk1,12.0,i5,8.0,windows 10 pro,backlit keyboard,integrated,intel hd graphics 520,,5.0,993.99,256.0
microsoft,laptop 4 15 r7se/8gb/512gb platinum,15.0,Ryzen 7,8.0,windows 10 home,dolby,integrated,,,4.9,858.98,512.0
asus,zenbook s,13.9,i7,1.0,windows 10 pro,nanoedge,intel iris xᵉ,,,4.1,1399.9,1024.0
lenovo,thinkpad x1 carbon gen 10,14.0,i7,16.0,windows 11,anti-glare screen,iris xe graphics,,,4.2,2079.99,512.0
msi,prestige 13evo a13m-050us,13.3,i7,32.0,windows 11 pro,,,intel iris,2.2,4.3,1299.0,1024.0
lenovo,thinkpad p16s g1,16.0,i7,32.0,windows 11 pro,anti-glare screen,qn20-m1-r,,,,2349.99,1024.0
dell,alienware m18 laptop,18.0,i9,32.0,windows 11 home,,integrated,nvidia geforce rtx 4080,,,2929.99,1000.0
dell,latitude 5540 laptop,15.6,i5,32.0,windows 11 pro,,integrated,intel integrated graphics,,,930.17,1000.0
asus,asus chromebook,17.3,Celeron,4.0,chrome os,,integrated,intel hd graphics 5000,1.1,4.0,259.99,32.0
dell,latitude 3000,14.0,i5,8.0,windows 10 pro,anti-glare screen,iris xe graphics,,,5.0,899.0,256.0
msi,prestige 16studio a13vf-039us,16.0,i7,32.0,windows 11 pro,,rtx 4060,nvidia geforce rtx 4060,3.7,,1900.58,1024.0
msi,raider ge68hx 13vi-202us,16.0,i9,32.0,windows 11 home,,dedicated,nvidia geforce rtx 4070,,,3499.0,1024.0
dell,inspiron 16,16.0,i7,40.0,windows 11 home,"anti-glare,backlit keyboard",integrated,,,,1096.99,1024.0
dell,latitude,15.6,i7,8.0,windows 7 professional,,integrated,intel integrated graphics,2.66,4.0,159.0,120.0
lenovo,thinkpad p1 gen 5 mobile workstation,16.0,i7,32.0,windows 11 pro,backlit keyboard,dedicated,nvidia geforce rtx 3070 ti 8gb gddr6,,5.0,1799.0,256.0
lenovo,"ideapad 3 15""",15.6,Ryzen 3,4.0,windows 10 s,"built for entertainment, multitasking & privacy",integrated,,,4.5,395.0,256.0
panasonic,cf-54,14.0,i5,16.0,windows 7 pro + 10 pro,spill-resistant,integrated,,,3.6,799.99,512.0
dell,xps 15 9000,15.6,i7,16.0,windows 11 pro,"infinityedge, anti-glare screen",geforce rtx 4050,,,,2022.0,1024.0
dell,inspiron,15.6,Ryzen 5,32.0,windows 11 home,,integrated,amd radeon graphics,,4.3,548.0,1024.0
hp,hp pavilion,11.6,intel core m-5y10 processor,4.0,windows 10,,integrated,intel uhd graphics 605,,4.5,369.0,128.0
hp,pavilion,17.3,i5,8.0,windows 11,backlit keyboard,integrated,,,4.9,639.99,512.0
dell,latitude 5440,15.6,i7,16.0,windows 11 pro,"anti-glare,backlit keyboard",integrated,intel,,,1552.3,512.0
dell,dell latitude,14.0,i5,8.0,windows 10 pro,,integrated,,2,4.0,350.0,512.0
hp,15-eh2085cl,15.6,Ryzen 7,16.0,windows 11,,integrated amd radeon™ graphics,amd radeon graphics,2,4.3,675.0,512.0
dell,latitude 5430,14.0,Ryzen 7,16.0,windows 11 pro,"fingerprint reader, backlit keyboard",integrated,amd radeon,,5.0,595.97,1000.0
dell,inspiron,16.0,i5,16.0,windows 11,,integrated,intel,,,849.99,1000.0
dell,rugged 5414,14.1,i5,8.0,windows 10,,integrated,intel hd 520 graphics,,4.4,415.0,256.0
lenovo,lenovo ideapad,15.6,i3,4.0,windows 11,dolby,integrated,intel uhd graphics,,5.0,299.99,256.0
lenovo,thinkbook,15.6,i5,16.0,windows 11 pro,information not available,iris xe graphics,intel iris xe graphics,,,816.33,512.0
acer,cb315-4ht-p8pq,15.6,Pentium,8.0,chrome os,,integrated,intel uhd graphics,,4.4,399.99,64.0
dell,vulcan 17,17.3,i7,16.0,windows 10 home,,dedicated,,4.5,4.3,2199.0,512.0
hp,hp probook,15.6,i5,8.0,windows 10 pro,,"intel iris, integrated",intel iris xe graphics,,4.7,719.99,256.0
asus,experbook,14.0,i7,16.0,windows 10 pro,narrow bezel,iris xe,,,3.7,1299.99,1024.0
hp,amd ryzen 5,15.6,Ryzen 5,8.0,windows 11 home,anti-glare,integrated,,,4.1,457.64,256.0
hp,victus by hp 15.6 inch gaming laptop pc 15-fa1010nr,15.6,i5,16.0,windows 11 home,,dedicated,nvidia ® geforce rtx™ 4050,,5.0,1169.99,512.0
asus,zenbook flip s,13.3,i7,16.0,windows 10 pro,nanoedge,integrated,intel iris xe graphics,,4.8,799.99,1024.0
lenovo,lenovo thinkpad,15.6,i5,8.0,windows 10 pro,fingerprint reader,dedicated,,,4.0,799.0,256.0
lenovo,lenovo thinkpad,14.0,i7,16.0,windows 10 pro,"anti-glare,fingerprint reader",integrated,,,3.6,1270.77,512.0
acer,cb315-4h-c6mh,15.6,Celeron,8.0,chrome os,,integrated,intel uhd graphics,,4.1,345.44,64.0
hp,elitebook 865 g9,16.0,Ryzen 7,16.0,windows 11 pro,anti-glare screen,radeon 680m graphics,amd radeon 680m graphics,,,1427.99,512.0
acer,a514-55-545g,14.0,i5,8.0,windows 11 home,backlit keyboard,integrated,,,4.3,668.55,512.0
lenovo,lenovo thinkpad,14.0,i5,8.0,windows 10 pro,,integrated,,2.4,3.7,883.58,256.0
hp,elite dragonfly g3,13.5,i5,16.0,windows 10 pro,anti-glare screen,iris xe graphics,intel iris xe graphics,,4.0,2039.0,512.0
msi,bravo 17 c7vfk-039us,17.3,Ryzen 7,32.0,windows 11 pro,backlit keyboard,dedicated,,,,1499.0,1024.0
gigabyte,aorus 17h bxf-74us554sh,17.3,i7,16.0,windows 11 home,thin bezel,dedicated,,,3.5,2149.0,1024.0
lg,lg gram,17.0,i7,16.0,windows 10 home,backlit keyboard,integrated,,,4.4,1787.62,1024.0
lg,14t90r-k.aab6u1,14.0,i5,16.0,windows 11 home,pen,integrated,,,3.8,1299.99,512.0
msi,prestige 14evo a11mo-217,14.0,i7,32.0,windows 10,"anti-glare,thin bezel",integrated,intel iris xe graphics,,4.2,1001.18,1024.0
dell,inspiron,15.6,i5,32.0,windows 11 home,,integrated,intel uhd graphics,,3.4,602.0,512.0
hp,hp,14.0,Cortex,8.0,windows 10,,integrated,intel hd graphics 620,,4.3,379.0,1024.0
dell,alienware x15 r2 laptop,15.6,i7,16.0,windows 11 pro,,dedicated,nvidia geforce rtx 3060,,,1578.21,512.0
samsung,chromebook 4,11.6,Celeron,4.0,chrome os,"light and compact design lets you stream, work, create, and play on a fast,",integrated,,,4.1,209.96,32.0
lenovo,thinkpad p1 gen 6,16.0,i9,32.0,windows 11 pro,backlit keyboard,dedicated,,,,3499.0,1024.0
acer,aspire 3,17.3,i3,12.0,windows 11,,integrated,intel uhd graphics,,4.3,478.99,256.0
lenovo,flex 5 14 laptop,14.0,Ryzen 5,16.0,windows 10 home,pen,integrated,amd radeon graphics 5500,,4.5,589.0,1024.0
asus,vivobook s 14x oled,14.5,i5,8.0,windows 11 home,"fingerprint reader, high definition audio, backlit keyboard",integrated,,,4.2,899.99,512.0
dell,latitude 5440,14.0,i7,32.0,windows 11 pro,anti-glare,integrated,intel,,,1670.17,1024.0
hp,3n8p1ut#aba,15.6,i5,16.0,windows 10 pro,,integrated,,2.4,5.0,899.0,256.0
hp,chromebook 11 g9 ee,11.6,Celeron,4.0,chrome os,anti-glare screen,uhd graphics,intel uhd graphics,,4.0,240.74,256.0
dell,xps 9315 laptop,13.4,i7,16.0,windows 11 pro,,integrated,intel integrated graphics,,3.0,992.99,512.0
dell,latitude 9000,14.0,i7,16.0,windows 10 pro,anti-glare screen,iris xe graphics,,,,1900.08,256.0
dell,xps 13 9305,13.3,i7,16.0,windows 11 home,"fingerprint reader, high definition audio, backlit keyboard, anti glare coating",integrated,intel iris xe graphics,,4.1,1125.99,256.0
asus,asus chromebook c425,14.0,core m3-8100y,4.0,Chrome OS,backlit kb,integrated,intel hd graphics 400,3.4,4.3,284.92,128.0
hp,hp chromebook 11a-na0030nr,11.6,MediaTek,4.0,chrome os,,integrated,mediatek integrated graphics,,4.4,270.28,32.0
dell,alienware x14 r2 laptop,14.0,i7,32.0,windows 11 pro,wifi & bluetooth,nvidia geforce rtx 4060,,,,2167.89,1000.0
hp,elite dragonfly g3,13.5,i5,16.0,windows 10 pro,anti-glare screen,iris xe graphics,intel iris xe graphics,,4.0,1003.99,256.0
asus,chromebook c423,14.0,Celeron,4.0,chrome os,"anti-glare,hd,ultra-narrow bezel",integrated,,,4.2,212.32,32.0
dell,latitude 5430,14.0,i5,16.0,windows 11 pro,anti-glare,integrated,intel iris xe graphics,,3.8,499.99,512.0
asus,asus proart studiobook 16,16.0,i7,32.0,windows 11 home,,rtx 3080 ti,,4.7,3.7,2699.0,1024.0
dell,dell g15 5520,15.6,i7,32.0,windows 11 home,,dedicated,nvidia geforce rtx 3060,,,1389.84,1000.0
hp,dell precision,14.0,Celeron,4.0,windows 11 home,micro-edge bezel,integrated,,1.1,4.3,229.99,64.0
lenovo,"lenovo legion 5i 17""",17.3,i7,8.0,windows 11 home,,dedicated,nvidia geforce rtx 3050,,3.4,1449.99,1024.0
dell,latitude 5000,14.0,i5,16.0,windows 10 pro,,iris xe graphics,intel iris xe graphics,,5.0,1377.76,256.0
dell,xps 9520 laptop,15.6,i9,32.0,windows 11 pro,,integrated,nvidia geforce rtx 3050 ti,,,1948.99,1000.0
lenovo,ideapad 5 14itl05,14.0,i5,16.0,windows 10 home,anti-glare screen,iris xe graphics,,,3.6,699.99,512.0
lenovo,"tp l15,w10p,i5,8gb,256gb,1yr",13.0,Cortex,8.0,mac os x 10.0 cheetah,anti-glare,dedicated,,,4.8,806.47,512.0
rokc,ultra slim,15.6,i3,4.0,windows 11,,integrated,intel,,,249.99,128.0
samsung,np641bef-ka3us,14.0,i7,16.0,windows 11 pro,"fingerprint reader, trackpoint, backlit keyboard, anti glare coating, memory card slot",integrated,,,4.0,1409.99,1024.0
lenovo,thinkpad l15 gen 3,15.6,i5,8.0,windows 11 pro,anti-glare screen,uhd graphics,intel uhd graphics,,,1059.0,256.0
hp,zbook fury g9,16.0,i7,32.0,windows 11 pro,anti-glare screen,"rtx a2000,uhd graphics",nvidia intel rtx a2000 uhd graphics,,1.0,3196.99,1024.0
acer,sp314-55n-76ex,14.0,i7,16.0,windows 11 home,stylus,integrated,,,3.5,1079.99,512.0
hp,hp pavilion,17.3,i3,32.0,windows 10 home,anti-glare,integrated,intel uhd graphics,,2.0,729.99,1024.0
dell,dell latitude 7480 laptop,14.0,i5,8.0,windows 10 pro,speakers,integrated,,,3.4,219.0,256.0
dell,precision 7550 laptop,15.6,i7,32.0,windows 10 pro,wifi & bluetooth,nvidia quadro t2000,,,,1629.95,512.0
lenovo,ideapad,15.6,i3,12.0,windows 11,,integrated,intel uhd graphics,,4.4,478.88,512.0
lenovo,thinkpad t16 gen 1,16.0,i7,16.0,windows 11,anti-glare screen,iris xe graphics,,,,1370.49,512.0
dell,precision 7680 laptop,16.0,i7,32.0,windows 11 pro,,integrated,intel integrated graphics,,,1616.99,512.0
dell,dell latitude rugged 5404,14.0,i7,8.0,windows 10 pro,backlit keyboard,integrated,,,4.3,1719.9899999999998,256.0
dell,latitude rugged 5430 laptop,14.0,i5,16.0,windows 11 pro,backlit keyboard,integrated,,,3.4,1849.99,512.0
asus,asus chromebook c423na,14.0,Celeron,4.0,chrome os,,integrated,,1.1,3.8,184.99,64.0
hp,hps13,15.0,Pentium,4.0,windows 11 s,hd audio,integrated,,,4.3,210.37,128.0
asus,l510ma-dh02,15.6,Celeron,4.0,windows 10 s,,integrated,intel uhd graphics 600,2.8,3.8,235.75,64.0
dell,latitude 7320 detachable 2-in-1,13.0,i7,16.0,windows 11 pro,wifi & bluetooth,integrated,,,5.0,1150.99,1000.0
dell,latitude 7000,14.0,i7,16.0,windows 10 pro,anti-glare screen,iris x graphics,,,,999.99,512.0
acer,cp314-1hn-p138,14.0,Pentium,8.0,chrome os,backlit kb,integrated,,,5.0,489.99,64.0
dell,latitude e5470,14.0,i5,16.0,windows 10 pro 64 bit-multi-language supports english/spanish/french,,integrated,intel,2.3,,351.98,512.0
asus,vivobook 15.6,15.6,i5,8.0,windows 10 home,"anti-glare,fingerprint reader",integrated,,,3.8,460.0,256.0
lenovo,thinkbook 14 g4 aba,14.0,Ryzen 5,16.0,windows 11 pro,anti-glare screen,radeon graphics,amd radeon graphics,,,849.0,256.0
hp,elitebook 840 g9,14.0,i5,16.0,windows 11 pro,anti-glare screen,iris xe graphics,,,,1384.99,256.0
dell,xps 9315 laptop,13.4,i7,16.0,windows 11 home,,integrated,intel integrated graphics,,,1041.99,512.0
lenovo,thinkpad t15g gen 2,15.6,i7,16.0,windows 10 pro,anti-glare screen,geforce rtx 3080,,,,1698.49,512.0
lenovo,thinkpad z16 gen 1,16.0,Ryzen 7,16.0,windows 11 pro,information not available,radeon 680m graphics,,,3.1,1449.99,512.0
dell,5310,14.0,i7,16.0,windows 10 pro,anti-glare,integrated,,,5.0,425.0,512.0
asus,vivobook s 16 flip,16.0,Ryzen 7,16.0,windows 11 home,fingerprint sensor,integrated,,,,899.99,1024.0
hp,chromebook 14 g7,14.0,Celeron,8.0,chrome os,anti-glare screen,uhd graphics,intel uhd graphics,,,332.88,256.0
lenovo,flex 3,11.6,MediaTek,4.0,chrome os,hd audio,integrated,powervr gx6250,,4.6,195.99,1024.0
lenovo,lenovo thinkpad,14.0,i7,16.0,windows 10 pro,backlit keyboard,integrated,,,4.7,1356.0,1024.0
asus,asus rog strix,17.3,8032,16.0,windows 10 home,,dedicated,,,4.3,1799.0,1024.0
lenovo,thinkpad x13 yoga gen 2,12.3,i5,16.0,windows 11 pro,"fingerprint reader, hd audio, backlit keyboard",integrated,,,4.0,869.99,512.0
acer,travelmate vero v15-51,15.6,i5,16.0,windows 11 pro,information not available,iris xe graphics,,,,630.15,512.0
apple,macbook air m2,13.6,apple m1,16.0,macos 12 monterey,,integrated,,3.49,,1588.42,512.0
lenovo,chromebook,11.6,Celeron,4.0,chrome os,,integrated,uhd graphics 600,,3.9,203.77,32.0
acer,acer chromebook,11.6,MediaTek,32.0,chrome os,hd audio,integrated,,,4.1,204.95,32.0
dell,latitude 5000,13.3,i7,16.0,windows 10 pro,anti-glare screen,iris xe graphics,,,3.9,1163.21,1024.0
dell,latitude,15.6,i7,8.0,windows 11 pro,anti-glare screen,integrated,intel,,,901.85,256.0
lenovo,chromebook s330,14.0,MediaTek,4.0,chrome os,anti-glare,integrated,,,4.0,177.0,64.0
hp,hp chromebook 11,11.6,Celeron,4.0,chrome os,"anti-glare,anti-glare screen",integrated,,,4.3,75.0,16.0
acer,cb314-3ht-p6qw,14.0,Pentium,8.0,chrome os,,integrated,intel uhd graphics,,3.5,432.7,64.0
dell,xps 9315 laptop,13.4,i7,32.0,windows 11 home,,integrated,intel integrated graphics,,,1501.49,1000.0
hp,hp notebook,15.6,Celeron,8.0,windows 11,,integrated,intel uhd graphics 600,,3.9,316.99,128.0
samsung,galaxy book odyssey,15.6,i7,16.0,windows 11 home,hd audio,dedicated,,,4.1,1320.86,512.0
dell,precision 7000,17.3,i7,32.0,windows 11 pro,anti-glare screen,rtx a1000,nvidia rtx a1000,,,3075.33,512.0
dell,latitude,14.1,core 2 duo p8700,2.0,windows 7,,integrated,integrated intel graphic,,3.6,84.54,300.0
acer,pt14-51-78b4,14.0,i7,16.0,windows 11 home,"fingerprint reader, backlit keyboard, memory card slot",dedicated,,,2.5,1049.99,512.0
lenovo,thinkpad p16s g1,16.0,Ryzen 5,32.0,windows 11 pro,anti-glare screen,radeon 680m,amd radeon 680m,,,2251.99,1024.0
acer,av14-51-58xz,14.0,i5,16.0,windows 11 home,,integrated,,4.4,4.8,532.49,512.0
dell,i3493-3464blk-pus,14.0,i3,4.0,windows 10,,integrated,intel uhd graphics,,4.3,399.0,128.0
dell,dell inspiron,15.6,i5,8.0,windows 10,,integrated,intel hd graphics 620,3.4,3.5,356.99,2000.0
hp,elitebook 830 g9,13.3,i5,16.0,windows 11 pro,anti-glare screen,iris xe graphics,intel iris xe graphics,,,1863.52,256.0
dell,latitude 5000,14.0,i5,16.0,windows 10 pro,anti-glare screen,iris xe graphics,,,5.0,2312.24,512.0
dell,latitude 5440,14.0,i7,32.0,windows 11 pro,"anti-glare,backlit keyboard",integrated,intel,,,1670.17,1024.0
dell,latitude 5000,14.0,i5,16.0,windows 10 pro,anti-glare screen,iris xe graphics,,,5.0,876.02,256.0
lenovo,thinkpad l13 gen 3,13.3,Ryzen 5,8.0,windows 11 pro,information not available,radeon graphics,amd radeon graphics,,,500.11,256.0
dell,precision 5000,17.0,i7,32.0,windows 10 pro,"infinityedge, anti-glare screen",rtx a3000,,,,2701.64,512.0
acer,a515-44-r41b,15.6,Ryzen 5,8.0,windows 10 home,backlit keyboard,integrated,,,4.5,528.18,256.0
dell,xps 9350,13.3,i7,8.0,windows 10,,"integrated, dedicated",intel hd graphics 5500,,3.8,699.99,256.0
lenovo,thinkbook 14 g4 iap,14.0,i7,8.0,windows 11,anti-glare screen,iris xe graphics,intel iris xe graphics,,,1019.0,512.0
acer,travelmate p6 p614-52,14.0,i7,16.0,windows 10 pro,multi-touch gesture,iris xe graphics,,,,1347.59,1024.0
asus,asus zenbook 13,13.3,i5,8.0,windows 10 home,"backlit kb,bezel,fingerprint",integrated,,,4.4,1099.0,512.0
asus,vivobook 14x,14.0,i5,8.0,windows 11 home,,dedicated,nvidia geforce rtx 2050,,5.0,819.99,512.0
microsoft,surface laptop go 2,12.4,i5,8.0,windows 10 s,,integrated,intel iris,,,729.99,256.0
dell,latitude 5530,15.6,i7,32.0,windows 11 pro,anti-glare,,intel iris xe graphics,4.7,,1488.95,512.0
lg,16z90q-k.aas6u1,16.0,i5,16.0,windows 11 home,lightweight,dedicated,,,4.1,900.9,512.0
hp,chromebook,14.0,Celeron,4.0,chrome os,"speakers: stereo, keyboard: chiclet,",integrated,,,4.4,297.0,32.0
lenovo,thinkpad x1 carbon gen 10,14.0,i7,16.0,windows 11,anti-glare screen,iris xe graphics,,,2.0,1637.24,512.0
acer,cb5-132t-c67q,11.6,8032,4.0,chrome os,memory card slot,integrated,intergrated,,4.4,269.0,1024.0
dell,latitude 7000,14.0,i5,16.0,windows 10 pro,anti-glare screen,iris xe graphics,,,,917.24,256.0
panasonic,cf-54,14.0,i5,8.0,windows 10,touchscreen,"integrated, dedicated",,,3.8,700.0,256.0
asus,asus chromebook cx1,11.6,Celeron,4.0,chrome os,anti-glare,integrated,,2.8,1.0,198.0,1024.0
asus,asus vivobook,17.3,i5,12.0,windows 11,,"intel hd graphics 5000, integrated",intel hd graphics 5000,,4.0,519.0,1024.0
dell,latitude 5310 multi-touch 2-in-1,13.3,i5,8.0,windows 10 pro,,integrated,intel uhd graphics,1.7,,2199.0,256.0
hp,elitebook 650 g9,15.6,i5,16.0,windows 10 pro,anti-glare screen,iris xe graphics,intel iris xe graphics,,,939.19,256.0
dell,precision workstation 5770,17.0,i9,32.0,windows 11 pro,backlit keyboard,dedicated,,,,2949.0,1024.0
lenovo,lenovo thinkpad,14.0,i7,16.0,windows 10 pro,,,,,4.3,1599.0,512.0
lenovo,thinkpad p14s gen 3,14.0,Ryzen 7,32.0,windows 11,"anti-reflection, anti-smudge",radeon 680m graphics,,,,2148.82,512.0
lenovo,ideapad 3 15itl6,15.6,Pentium,4.0,windows 10 home,anti-glare screen,uhd graphics,,,5.0,349.99,256.0
hp,hp 14,14.0,i5,32.0,windows 11,,integrated,intel,,,599.99,1000.0
microsoft,lqs-00038,13.5,i5,8.0,windows 10 home,,integrated,,1.3,4.4,449.0,256.0
dell,dell latitude 5300,13.3,i5,16.0,windows 10 pro,speakers,integrated,intel integrated graphics,,4.2,544.495,512.0
asus,vivobook pro 16x,16.0,i7,32.0,windows 11 home,"fingerprint reader, high definition audio, backlit keyboard, anti glare coating, memory card slot",rtx 3050 ti,,,3.3,1445.82,1024.0
lg,16z90p-k.aab9u1,16.0,i7,16.0,windows 11,alexa,integrated,,,4.5,1546.84,1024.0
panasonic,cf-31 mk5,13.1,i5,8.0,windows 10,anti-glare,integrated,,,5.0,552.99,480.0
lenovo,thinkpad e570,15.6,i5,8.0,windows 10 professional 64-bit,fingerprint reader,integrated,,,3.5,369.95,256.0
dell,latitude 7320 detachable 2-in-1,13.0,i5,8.0,windows 11 pro,wifi & bluetooth,integrated,,,1.0,749.99,256.0
dell,7520,15.6,i7,32.0,windows 10 pro,trackpoint,"integrated, dedicated",,,,479.99,256.0
asus,asus vivobook 16 laptop,16.0,Ryzen 7,12.0,windows 11 home,,integrated,amd radeon graphics,,,629.0,512.0
lenovo,20vk0019us,13.3,i7,16.0,windows 10 pro,"fingerprint reader,pen",integrated,,,3.7,849.0,512.0
dell,alienware m17 ryzen edition r5 laptop,17.3,Ryzen 7,12.0,windows 11 home,,dedicated,nvidia geforce rtx 3060,,,1486.99,512.0
panasonic,panasonic toughbook,13.1,i5,16.0,windows 10,backlit keyboard,integrated,,,4.2,599.99,1024.0
dell,g15 5521 laptop,15.6,i9,16.0,windows 10 home,,integrated,nvidia geforce rtx 3070 ti,,,1767.99,1000.0
dell,latitude 7320 detachable 2-in-1,13.0,i5,16.0,windows 11 home,wifi & bluetooth,integrated,,,,899.74,1000.0
dell,precision 7770,17.0,i9,32.0,windows 11 pro,anti-glare,dedicated,nvidia rtx a5500 16gb gddr6,,,3345.99,512.0
dell,latitude 7440,14.0,i7,32.0,windows 11 pro,anti-glare,integrated,intel iris xe graphics,,,1535.99,512.0
